description,prix,code,marque,date
Fromage edam, sans lactose,5.48,20692029_EA,None,2019-07-14 23:05
Cheddar blanc moyen, 19 % M.G. léger,5.5,20868945_EA,sans nom,2019-07-14 23:05
Cheddar blanc doux, 19 % M.G. léger,5.5,20868994_EA,sans nom,2019-07-14 23:05
Cheddar blanc moyen, 31 % M.G.,5.5,20871727_EA,sans nom,2019-07-14 23:05
Cheddar blanc vieilli, 19 % M.G. léger,5.5,20868995_EA,sans nom,2019-07-14 23:05
cheddar avec habanero,5.88,21038253_EA,le Choix du Président,2019-07-14 23:05
Fromage cheddar blanc fumé, doux,5.88,21047242_EA,le Choix du Président,2019-07-14 23:05
Mozzarellissima,5.98,21023058_EA,Saputo,2019-07-14 23:05
Fromage, emmental Alpinois,6.28,20544437_EA,Riviera,2019-07-14 23:05
Fromage, bloc de cheddar marbré,6.28,20436653_EA,Riviera,2019-07-14 23:05
Gruyère,6.48,20089044_EA,Swiss Knight,2019-07-14 23:05
Fromage Le P’tit Bonheur, pointe,6.58,20936552_EA,Bergeron,2019-07-14 23:05
Fromage Le Calumet,6.58,20934572_EA,Bergeron,2019-07-14 23:05
Fromage classique,6.58,20934696_EA,Bergeron,2019-07-14 23:05
Fromage Seigneur de Tilly,6.58,20934575_EA,Bergeron,2019-07-14 23:05
Fromage tranché Le Fin Renard,6.58,20934573_EA,Bergeron,2019-07-14 23:05
Fromage Six Pourcent,6.58,20936554_EA,Bergeron,2019-07-14 23:05
La Vache qui Rit Produit de Fromage Fondu Ail & Fines Herbes 24 Portions de (400 g),8.98,21022180_EA,La vache qui rit,2019-07-14 23:05
Fromage, jalapeno,9.98,21011306_EA,La vache qui rit,2019-07-14 23:05
Fromage Le gruyère,10.0,20748622_EA,None,2019-07-14 23:05
Gouda doux,11.28,20847596_EA,Bergeron,2019-07-14 23:05
Mini Friulano,12.0,20590858_EA,Saputo,2019-07-14 23:05
Havarti aux jalapeno, format Club,14.0,20574089_EA,Arla,2019-07-14 23:05
Havarti crémeux, format Club,14.0,20574333_EA,Arla,2019-07-14 23:05
Fromage romano râpé,1.0,20571791_EA,Bari,2019-07-14 23:05
Fromage parmesan râpé,1.0,20571792_EA,Bari,2019-07-14 23:05
Romano râpé,4.98,20038109_EA,Tre Stelle,2019-07-14 23:05
Fromage râpé Cracker Barrel avec herbes et ail,4.98,21022246_EA,Kraft,2019-07-14 23:05
Fromage parmesan râpé,4.98,20708946_EA,Saputo,2019-07-14 23:05
Fromage Cheddar Râpé Mi-Fort 35 % M.G.,4.98,21022350_EA,P’tit Québec,2019-07-14 23:05
Fromage parmesan râpé,4.98,20144307_EA,Kraft,2019-07-14 23:05
Mélange de romano et de parmesan râpés,4.98,20708947_EA,Saputo,2019-07-14 23:05
Fromage parmesan râpé,4.98,20025465_EA,Tre Stelle,2019-07-14 23:05
fromage mozzarella fumé,5.0,21023266_EA,le Choix du Président,2019-07-14 23:05
Produit de fromage râpé 4 % M.G.,5.0,20901149_EA,Saputo,2019-07-14 23:05
fromage gouda fumé en tranches,5.28,21023273_EA,le Choix du Président,2019-07-14 23:05
Pétales de parmesan,5.48,20125339_EA,Saputo,2019-07-14 23:05
Fromage parmesan,5.48,20097977_EA,sans nom,2019-07-14 23:05
mélange de fromages garniture à salade,5.78,20310949006_EA,le Choix du Président,2019-07-14 23:05
Asiago râpé,6.0,20563134_EA,Zerto,2019-07-14 23:05
Fromage romano râpé,6.0,20563608_EA,Zerto,2019-07-14 23:05
Fromage bloc de cheddar marbré,6.48,20038994_EA,Riviera,2019-07-14 23:05
Fromage parmesan râpé,7.28,20132431001_EA,Kraft,2019-07-14 23:05
Oka Artisan, fumé,7.78,21025090_EA,Oka,2019-07-14 23:05
grana padano fromage affiné à pâte ferme vieilli 14 mois pc splend,8.98,21051031_EA,le Choix du Président,2019-07-14 23:05
parmigiano reggiano pc splend,9.98,21053434_EA,le Choix du Président,2019-07-14 23:05
Fromage Le P’tit Bonheur, pointe,6.58,20936552_EA,Bergeron,2019-07-14 23:05
Fromage Doré-Mi,7.76,20052309_KG,Cayer,2019-07-14 23:05
Fromage suisse en tranches,3.28,20769059_EA,Saputo,2019-07-14 23:05
Havarti aux fines herbes et épices,5.0,20574963_EA,Arla,2019-07-14 23:05
Fromage suisse léger en tranches, 18 %,5.0,20907851_EA,Ziggy’s,2019-07-14 23:05
Havarti en tranches, 23 %,5.0,20907695_EA,Ziggy’s,2019-07-14 23:05
Havarti aux jalapenos,5.0,20573910_EA,Arla,2019-07-14 23:05
Fromage suisse en tranches, 30 %,5.0,20907819_EA,Ziggy’s,2019-07-14 23:05
Gouda épicé,5.0,20884302_EA,Anco,2019-07-14 23:05
Havarti léger,5.0,20574530_EA,Arla,2019-07-14 23:05
Havarti crémeux en tranches, 32 %,5.0,20913249_EA,Ziggy’s,2019-07-14 23:05
Havarti crémeux,5.0,20573932_EA,Arla,2019-07-14 23:05
fromage suisse en tranches,5.28,20250947_EA,le Choix du Président,2019-07-14 23:05
Gouda en tranches,5.28,20250505_EA,le Choix du Président,2019-07-14 23:05
Fonfue au fromage Swiss Knight,6.48,20069458_EA,Swiss Knight,2019-07-14 23:05
Gruyère,6.48,20089044_EA,Swiss Knight,2019-07-14 23:05
Fromage Le Calumet,6.58,20934572_EA,Bergeron,2019-07-14 23:05
Fromage tranché Le Fin Renard,6.58,20934573_EA,Bergeron,2019-07-14 23:05
Fromage Lady Laurier d’Arthabaska aromatisé à la vanille,6.98,20972869_EA,Saputo,2019-07-14 23:05
Fondue suisse,8.48,20178070_EA,Kingsey,2019-07-14 23:05
Fondue suisse,8.78,20059948_EA,le Choix du Président,2019-07-14 23:05
Fromage Brie Double Crème 28 % M.G.,10.0,21012275_EA,Royal,2019-07-14 23:05
Fromage Le gruyère,10.0,20748622_EA,None,2019-07-14 23:05
fromage suisse léger en tranches,12.0,20250536_EA,le Choix du Président,2019-07-14 23:05
fromage suisse en tranches,12.0,20249985_EA,le Choix du Président,2019-07-14 23:05
Havarti aux jalapeno, format Club,14.0,20574089_EA,Arla,2019-07-14 23:05
Havarti crémeux, format Club,14.0,20574333_EA,Arla,2019-07-14 23:05
Fromage en grains cheddar BBQ,4.28,20113791_EA,Fromagerie La Chaudière,2019-07-14 23:05
Cheddar doux en tranches, 34 %,5.0,20907637_EA,Ziggy’s,2019-07-14 23:05
fromage cheddar mi-fort en tranches,5.28,20216643_EA,le Choix du Président,2019-07-14 23:05
Fromage cheddar blanc fort en tranches,5.28,20219419_EA,le Choix du Président,2019-07-14 23:05
Fromage blanc non affiné Chaudière,5.28,20085078_EA,Fromagerie La Chaudière,2019-07-14 23:05
Fromage marbré en tranches,5.28,20250268_EA,le Choix du Président,2019-07-14 23:05
Gouda en grains,5.28,20023429_EA,Bergeron,2019-07-14 23:05
Grains de fromage ferme non affiné,5.58,20951214_EA,None,2019-07-14 23:05
Fromage cheddar extra-fort blanc,6.48,20416962_EA,Balderson,2019-07-14 23:05
Cheddar marbré,6.48,20415944_EA,Balderson,2019-07-14 23:05
Cheddar fort,6.48,20416277_EA,Balderson,2019-07-14 23:05
Grains de fromage ferme non affiné,6.68,20032826_EA,Fromagerie La Chaudière,2019-07-14 23:05
Fromage cheddar blanc doux,6.68,20169568_EA,Fromagerie La Chaudière,2019-07-14 23:05
Cheddar vieilli deux ans,6.78,20873092_EA,Perron,2019-07-14 23:05
Fromage Le Populaire,7.0,20833249_EA,Bergeron,2019-07-14 23:05
Cheddar vieilli au porto âgé de 10 ans,7.48,20872885_EA,Perron,2019-07-14 23:05
fromage cheddar canadien vieilli 1 an,7.48,20048789_EA,le Choix du Président,2019-07-14 23:05
Cheddar vieilli quatre ans,7.78,20873094_EA,Perron,2019-07-14 23:05
Cheddar blanc canadien 2 ans,7.98,20009748_EA,le Choix du Président,2019-07-14 23:05
Fromage marbré, brique,8.98,20251044_EA,le Choix du Président,2019-07-14 23:05
fromage cheddar mi-fort,8.98,20218911_EA,le Choix du Président,2019-07-14 23:05
Cheddar fumé vieilli deux ans,9.48,20954327_EA,le Choix du Président,2019-07-14 23:05
Fromage blanc non affiné Chaudière,10.28,20150669_EA,Fromagerie La Chaudière,2019-07-14 23:05
fromage cheddar canadien vieilli 1 an,12.98,20056226_EA,le Choix du Président,2019-07-14 23:05
Cheddar blanc canadien, 2 ans,12.98,20134710_EA,le Choix du Président,2019-07-14 23:05
Cheddar fort Royal Canadian vieilli 2 ans,13.98,20002342_EA,Balderson,2019-07-14 23:05
Fromage Cheddar Fort Sans Lactose 33% M.G.,15.28,21100182_EA,St Guillaume,2019-07-14 23:05
Fromage Monterey Jack Sans Lactose 28% M.G.,15.28,21100181_EA,St Guillaume,2019-07-14 23:05
Fromage Caprice des Dieux,4.98,20037675_EA,Parmalat,2019-07-14 23:05
Fromage Brise du Matin,4.98,20315135_EA,Saputo,2019-07-14 23:05
Fromage camembert Le Calendos,4.98,20044812_EA,Saputo,2019-07-14 23:05
Bocconcini,5.0,20219848_EA,le Choix du Président,2019-07-14 23:05
Fromage ricotta léger,5.48,20529457_EA,Tre Stelle,2019-07-14 23:05
Bocconcini Cocktail Fromage à Pâte Molle Frais 18% M.G.,5.48,21051344_EA,Saputo,2019-07-14 23:05
Fromage ricotta,5.48,20546983_EA,le Choix du Président,2019-07-14 23:05
Ricotta,5.48,20093652_EA,Tre Stelle,2019-07-14 23:05
Bocconcini Fromage à Pâte Molle Frais 18% M.G. 4 Unités,5.48,21051214_EA,Saputo,2019-07-14 23:05
Bocconcini Mini Fromage à Pâte Molle Frais 18% M.G.,5.48,21051121_EA,Saputo,2019-07-14 23:05
Ail et fines herbes 6 portions,5.58,21186734_EA,Boursin,2019-07-14 23:05
Canneberges et poivre,5.58,20591219_EA,Boursin,2019-07-14 23:05
Basilic et ciboulette,5.58,20960809_EA,Boursin,2019-07-14 23:05
Échalotes et ciboulette,5.58,20591214_EA,Boursin,2019-07-14 23:05
Boursin Pomme & Érable,5.58,21170802_EA,Boursin,2019-07-14 23:05
Poivre,5.58,20591215_EA,Boursin,2019-07-14 23:05
Échalote et ciboulette 6 portions,5.58,21186738_EA,Boursin,2019-07-14 23:05
Fromage Classique,5.77,20921279_EA,Oka,2019-07-14 23:05
Fromage léger Oka,5.77,20920757_EA,Oka,2019-07-14 23:05
Fromage Oka,5.77,20920756_EA,Oka,2019-07-14 23:05
Fromage Oka l’Artisan,5.77,20902213_EA,Oka,2019-07-14 23:05
L’Extra camembert,5.98,20016313_EA,L’Extra,2019-07-14 23:05
Cubes de fromage féta léger,5.98,20775294_EA,Apetina,2019-07-14 23:05
Brie,5.98,20177193_EA,Notre Dame,2019-07-14 23:05
fromage mozzarella,5.98,20011400_EA,le Choix du Président,2019-07-14 23:05
Feta en cubes,5.98,20599157_EA,Apetina,2019-07-14 23:05
Fromage Bocconcini emballage double,6.0,20900645_EA,Saputo,2019-07-14 23:05
Bocconcini, perles,6.0,20322886_EA,Tre Stelle,2019-07-14 23:05
Féta emballage double,6.0,20901145_EA,Saputo,2019-07-14 23:05
Fromage, ricotta,6.48,20564939_EA,Saputo,2019-07-14 23:05
Boule de mozzarella,6.48,20189267_EA,Tre Stelle,2019-07-14 23:05
Brie double crème,6.48,20787327_EA,le Choix du Président,2019-07-14 23:05
Brie Le Connaisseur,6.98,20972279_EA,Agropur,2019-07-14 23:05
Fromage Lady Laurier d’Arthabaska aromatisé à la vanille,6.98,20972869_EA,Saputo,2019-07-14 23:05
Fromage Halloom,6.98,20563213_EA,le Choix du Président,2019-07-14 23:05
Fromage halloom ail et fines herbes,6.98,20558986_EA,le Choix du Président,2019-07-14 23:05
Fromage camembert,7.0,20817966_EA,Alexis de Portneuf,2019-07-14 23:05
Camembert brie La Bonaparte,7.0,20817961_EA,Alexis de Portneuf,2019-07-14 23:05
Champfleury,7.0,20141099_EA,Agropur,2019-07-14 23:05
Fromage brie, 32�%,7.48,21128360_EA,Agropur,2019-07-14 23:05
Fromage camembert, 21�%,7.48,21128367_EA,Agropur,2019-07-14 23:05
Fromage La Sauvagine,7.48,20064979_EA,Alexis de Portneuf,2019-07-14 23:05
Fromage Cendre des Anges Brie triple crème,7.98,20982044_EA,le Choix du Président,2019-07-14 23:05
Fondue suisse,8.78,20059948_EA,le Choix du Président,2019-07-14 23:05
Fondue au fromage,9.98,20141578_EA,Swiss Knight,2019-07-14 23:05
Fromage Brie Double Crème 28 % M.G.,10.0,21012275_EA,Royal,2019-07-14 23:05
Brie double crème,10.0,20787166_EA,le Choix du Président,2019-07-14 23:05
Mascarpone,11.68,20130433_EA,Tre Stelle,2019-07-14 23:05
Fromage mozarella en tranches Earth Island,6.98,20905313002_EA,None,2019-07-14 23:05
Fromage râpé, style cheddar,6.98,20500806_EA,Daiya,2019-07-14 23:05
Fromage râpé style mozzarella,6.98,20500805_EA,Daiya,2019-07-14 23:05
Cheddar en tranches, Earth Island,6.98,20905313001_EA,None,2019-07-14 23:05
Tofu mi-ferme,1.28,20570017_EA,Rooster,2019-07-14 23:05
Tofu ferme,1.28,20570018_EA,Rooster,2019-07-14 23:05
Tofu soyeux,1.28,20573519_EA,Rooster,2019-07-14 23:05
Tofu Mou,1.98,20135704_EA,Sunrise,2019-07-14 23:05
Tofu dessert à saveur de pêche et de mangue,1.98,20569354_EA,Sunrise,2019-07-14 23:05
tofu extra-ferme,2.48,21012231_EA,le Choix du Président,2019-07-14 23:05
Tofu Extra Ferme,2.48,20570507_EA,Sunrise,2019-07-14 23:05
Tofu fumé aromatisé au Sriracha,2.98,20987616_EA,Soyganic,2019-07-14 23:05
Tofu fumé,2.98,20755954_EA,Soyganic,2019-07-14 23:05
Pain de viande simili poulet,3.0,20437020_EA,Olymel,2019-07-14 23:05
LL SMART DOGS CANADA,3.79,21188678_EA,None,2019-07-14 23:05
LL SIMILI BACON CANADA,3.79,21188691_EA,None,2019-07-14 23:05
Hachis italien sans viande,3.98,20507160_EA,Yves,2019-07-14 23:05
Tranches de jambon végétarien,3.98,20597353_EA,Yves,2019-07-14 23:05
Hachis original sans viande,3.98,20507159_EA,Yves,2019-07-14 23:05
Tranches de dinde sans viande,3.98,20597352_EA,Yves,2019-07-14 23:05
Saucisses au tofu,3.98,20500921_EA,Yves,2019-07-14 23:05
Bologne végétarien,3.98,20596883_EA,Yves,2019-07-14 23:05
LL FILETS DE POULET CANADA,4.49,21188638_EA,None,2019-07-14 23:05
YVES SIMILI SAUC DEJEUNER ERAB,4.79,21182292_EA,Yves,2019-07-14 23:05
Bon burger sans viande,4.98,20563191_EA,Yves,2019-07-14 23:05
Saucisses à hot-dog sans viande format familial,4.98,20032594_EA,Yves,2019-07-14 23:05
Lanière biologique Fakin’Bacon Tempeh Strips, original,4.98,20975498_EA,None,2019-07-14 23:05
Saucisses végétariennes géantes,4.98,20008544_EA,Yves,2019-07-14 23:05
Burgers végétariens à saveur de poulet,4.98,20563068_EA,Yves,2019-07-14 23:05
Bouchées de brocoli,5.98,20973348_EA,Yves,2019-07-14 23:05
Bouchées de chou frisé et de quinoa,5.98,20863224_EA,Yves,2019-07-14 23:05
Boulettes de falafel,5.98,20863017_EA,Yves,2019-07-14 23:05
mini hummus à l'ail grillé - trempette et tartinade aux pois chiches,3.0,20754859_EA,le Choix du Président,2019-07-14 23:05
Hummus, olives grecques,3.48,20562920_EA,Fontaine Santé,2019-07-14 23:05
Hummus, légumes rôtis,3.48,20501172_EA,Fontaine Santé,2019-07-14 23:05
Hummus cocktail sriracha,3.48,20979976_EA,Fontaine Santé,2019-07-14 23:05
Hummus traditionnel,3.48,20501132_EA,Fontaine Santé,2019-07-14 23:05
Hummus, ail grillé,3.48,20501133_EA,Fontaine Santé,2019-07-14 23:05
Tartinade de tofu,3.48,20500991_EA,Fontaine Santé,2019-07-14 23:05
Hummus à l’oignon rôti,3.48,20562917_EA,Fontaine Santé,2019-07-14 23:05
Hummus, poivrons rouges grillés,3.48,20562771_EA,Fontaine Santé,2019-07-14 23:05
Hummus,3.67,20584097_EA,le Choix du Président,2019-07-14 23:05
Hummus �pic�,4.28,21124364_EA,le Choix du Président,2019-07-14 23:05
tartinade et trempette aux pois chiches hummus au citron confit,4.28,20959171_EA,le Choix du Président,2019-07-14 23:05
Hummus Haricots Noirs,4.28,21124351_EA,le Choix du Président,2019-07-14 23:05
tartinade et trempette aux pois chiches hummus à la betterave,4.28,20959181_EA,le Choix du Président,2019-07-14 23:05
hummus garni pc - ail grillé, poivrons rouges et cu,4.28,20811384_EA,le Choix du Président,2019-07-14 23:05
Oignons caram�lis�s,4.28,21124361_EA,le Choix du Président,2019-07-14 23:05
hummus garni poivrons grillés et paprika,4.28,20811387_EA,le Choix du Président,2019-07-14 23:05
Hummus bio pignon de pin rôti,5.0,21097050_EA,Fontaine Santé,2019-07-14 23:05
Hummus bio traditionnel,5.0,21096993_EA,Fontaine Santé,2019-07-14 23:05
Hummus bio ail rôti,5.0,21096998_EA,Fontaine Santé,2019-07-14 23:05
Hummus, poivrons rouges grillés,5.98,20503742_EA,Fontaine Santé,2019-07-14 23:05
Houmous cocktail, poivrons rouges grillés,5.98,20872597_EA,Fontaine Santé,2019-07-14 23:05
Hummus cocktail aux noix de pin rôties,5.98,20872599_EA,Fontaine Santé,2019-07-14 23:05
Hummus Cocktail à l’ail rôti,5.98,20504500_EA,Fontaine Santé,2019-07-14 23:05
Hummus cocktail à l’oignon caramélisé,5.98,20980036_EA,Fontaine Santé,2019-07-14 23:05
Hummus, poivrons rouges grill�s,6.0,21124318_EA,le Choix du Président,2019-07-14 23:05
Trempette fiesta 5 étages,6.48,20590024_EA,le Choix du Président,2019-07-14 23:05
Cretons de porc,0.52,20064803_KG,None,2019-07-14 23:05
Cretons de veau,2.97,20307830_EA,None,2019-07-14 23:05
Pâté de foie glacé avec poivre,2.97,20318673_EA,McCain,2019-07-14 23:05
Cretonnade poulet et dinde,2.97,20326196_EA,None,2019-07-14 23:05
Pâté campagnard aux grains de poivre,2.97,20287717_EA,McCain,2019-07-14 23:05
Pâté de foie glacé,2.97,20277596_EA,McCain,2019-07-14 23:05
Cretons classiques,2.97,20316176_EA,None,2019-07-14 23:05
Pâté de campagne glacé, fines herbes,2.97,20324677_EA,McCain,2019-07-14 23:05
Cretons Grand-Mère,2.97,20296505_EA,None,2019-07-14 23:05
Pâté de campagne glacé, style ancien,2.97,20325732_EA,McCain,2019-07-14 23:05
Pâté de campagne glacé, cognac,2.97,20310083_EA,McCain,2019-07-14 23:05
Fromage de tête à l’ancienne,2.97,20145991_EA,None,2019-07-14 23:05
Végépâté,3.29,20114012_EA,Fontaine Santé,2019-07-14 23:05
Végé-pâté,3.48,20160177_EA,Fontaine Santé,2019-07-14 23:05
Pâté de foie au poivre, glacé,3.48,20173578_EA,Paysan,2019-07-14 23:05
Pâté de campagne,3.48,20321456_EA,Paysan,2019-07-14 23:05
Pâté de foie à l’ail,3.48,20310955_EA,Paysan,2019-07-14 23:05
Graisse de rôti de porc,3.67,20186205_EA,None,2019-07-14 23:05
Rillettes de porc et poulet,3.97,20654997_EA,None,2019-07-14 23:05
Rillettes de porc et canard,3.97,20654998_EA,None,2019-07-14 23:05
Jambon fumé, tranché,3.97,20170902_EA,Gaspésien,2019-07-14 23:05
Terrine de canard et de porc Chef Georges Perigord,3.97,20654999_EA,None,2019-07-14 23:05
Cretons classiques,4.28,20912747_EA,Lafleur,2019-07-14 23:05
Cretons classiques,4.77,20158034_EA,None,2019-07-14 23:05
Cretons de veau,4.77,20319615_EA,None,2019-07-14 23:05
Cretons Grand-Mère,4.77,20322273_EA,None,2019-07-14 23:05
Cretonnade de veau,5.48,20792820_EA,None,2019-07-14 23:05
Cretons de veau naturel,5.57,20535501_EA,None,2019-07-14 23:05
Cretons style national,5.57,20131482_EA,None,2019-07-14 23:05
Cretons, porc,5.57,20037405_EA,None,2019-07-14 23:05
Cretons, naturel,5.57,20535449_EA,None,2019-07-14 23:05
Cretons Grand-Mère,5.68,20957259_EA,Lafleur,2019-07-14 23:05
Jambon cuit,5.97,20133984_EA,Gaspésien,2019-07-14 23:05
Cretons de porc, emballage double,6.0,20700545_EA,Paysan,2019-07-14 23:05
Cretonnade de Veau Duo Paysan,6.99,21115993_EA,Paysan,2019-07-14 23:05
Lanières de poitrine de poulet, format Club,10.0,21018770_EA,None,2019-07-14 23:05
Cretons,15.94,20119276_KG,None,2019-07-14 23:05
Trempette aux épinards,3.48,20500992_EA,Fontaine Santé,2019-07-14 23:05
Trempette tzatziki à la crème sure,3.48,20594792_EA,Fontaine Santé,2019-07-14 23:05
Tzatziki au yogourt,3.48,20501051_EA,Fontaine Santé,2019-07-14 23:05
Baba ganoush,3.48,20501014_EA,Fontaine Santé,2019-07-14 23:05
Tartinade de tofu,3.48,20500991_EA,Fontaine Santé,2019-07-14 23:05
Trempette au yogourt tzatziki traditionnel,3.67,20574522_EA,le Choix du Président,2019-07-14 23:05
Trempette/Tapenade aux artichauts et à l’asiago PC,3.67,20584040_EA,le Choix du Président,2019-07-14 23:05
Bruschetta,3.98,20276001_EA,Fontaine Santé,2019-07-14 23:05
Tzatziki,3.98,20500843_EA,Arahova,2019-07-14 23:05
Trempette aux noix de cajou originale,4.29,21172529_EA,le Choix du Président,2019-07-14 23:05
Trempette aux épinards pour légumes,4.48,20302834_EA,Marzetti,2019-07-14 23:05
Trempette ranch Sud-Ouest pour légumes en format collation,4.48,20039279_EA,Marzetti,2019-07-14 23:05
Trempette ranch pour légumes,4.48,20322970_EA,Marzetti,2019-07-14 23:05
Trempette ranch légère pour légumes,4.48,20174734_EA,Marzetti,2019-07-14 23:05
Trempette au caramel pour pommes,4.48,20047298_EA,Marzetti,2019-07-14 23:05
Trempette et fondue au chocolat,4.48,20098337_EA,Marzetti,2019-07-14 23:05
Trempette à l’aneth pour légumes,4.48,20304684_EA,Marzetti,2019-07-14 23:05
Trempette à l’oignon à la française pour légumes,4.48,20320000_EA,Marzetti,2019-07-14 23:05
Trempette aux concombres et aux noix de cajou,4.49,21172577_EA,le Choix du Président,2019-07-14 23:05
Noix de cajou et poivrons rouges r�tis,4.49,21172579_EA,le Choix du Président,2019-07-14 23:05
